website	linkUrl
Static case study streams	https://cran.r-project.org/web/packages/viridis/vignettes/intro-to-viridis.html
Static case study streams	https://creativecommons.org/licenses/by-nc/3.0/us/
Static case study streams	https://crime-data-explorer.fr.cloud.gov/downloads-and-docs
Static case study streams	https://data.bls.gov/cgi-bin/dsrv?la
Static case study streams	https://data.globalchange.gov/report/nca3-overview
Static case study streams	https://data.library.virginia.edu/diagnostic-plots/
Static case study streams	https://data.nal.usda.gov/dataset/usda-national-nutrient-database-standard-reference-legacy-release
Static case study streams	https://data.worldbank.org/indicator/EG.USE.PCAP.KG.OE
Static case study streams	https://data.worldbank.org/indicator/NY.GDP.PCAP.KD.ZG
Static case study streams	https://datafiles.samhsa.gov/
Static case study streams	https://developers.google.com/maps/terms
Static case study streams	https://dfrieds.com/math/correlation-does-not-imply-causation.html
Static case study streams	https://doi.org/10.1001/jamapsychiatry.2014.366
Static case study streams	https://doi.org/10.1007/s11920-012-0331-6
Static case study streams	https://dplyr.tidyverse.org/
Static case study streams	https://dplyr.tidyverse.org/reference/bind.html
Static case study streams	https://dplyr.tidyverse.org/reference/join.html
Static case study streams	https://dplyr.tidyverse.org/reference/relocate.html
Static case study streams	https://dplyr.tidyverse.org/reference/slice.html
Static case study streams	https://earthobservatory.nasa.gov/blogs/climateqa/would-gw-stop-with-greenhouse-gases/
Static case study streams	https://ehjournal.biomedcentral.com/articles/10.1186/1476-069X-13-63
Static case study streams	https://en.wikipedia.org/wiki/API
Static case study streams	https://en.wikipedia.org/wiki/Albers_projection
Static case study streams	https://en.wikipedia.org/wiki/American_Community_Survey
Static case study streams	https://en.wikipedia.org/wiki/Binomial_distribution
Static case study streams	https://en.wikipedia.org/wiki/Black_box
Static case study streams	https://en.wikipedia.org/wiki/Bonferroni_correction
Static case study streams	https://en.wikipedia.org/wiki/Centers_for_Disease_Control_and_Prevention
Static case study streams	https://en.wikipedia.org/wiki/Chi-squared_test
Static case study streams	https://en.wikipedia.org/wiki/Coefficient_of_determination
Static case study streams	https://en.wikipedia.org/wiki/Confidence_interval
Static case study streams	https://en.wikipedia.org/wiki/Contingency_table
Static case study streams	https://en.wikipedia.org/wiki/Credible_interval
Static case study streams	https://en.wikipedia.org/wiki/Cross-sectional_data
Static case study streams	https://en.wikipedia.org/wiki/Cross-sectional_data?oldformat=true
Static case study streams	https://en.wikipedia.org/wiki/Cross-validation_(statistics)
Static case study streams	https://en.wikipedia.org/wiki/DSM-5
Static case study streams	https://en.wikipedia.org/wiki/Dashboard_(business)
Static case study streams	https://en.wikipedia.org/wiki/Dummy_variable_(statistics)
Static case study streams	https://en.wikipedia.org/wiki/EPSG_Geodetic_Parameter_Dataset
Static case study streams	https://en.wikipedia.org/wiki/Esri
Static case study streams	https://en.wikipedia.org/wiki/File:Opium_pod_cut_to_demonstrate_fluid_extraction1.jpg
Static case study streams	https://en.wikipedia.org/wiki/Geocoding
Static case study streams	https://en.wikipedia.org/wiki/Geographic_information_system
Static case study streams	https://en.wikipedia.org/wiki/Hierarchical_clustering
Static case study streams	https://en.wikipedia.org/wiki/Imputation_(statistics)
Static case study streams	https://en.wikipedia.org/wiki/Kendall_rank_correlation_coefficient?oldformat=true
Static case study streams	https://en.wikipedia.org/wiki/Linear_regression
Static case study streams	https://en.wikipedia.org/wiki/List_of_extreme_points_of_the_United_States
Static case study streams	https://en.wikipedia.org/wiki/Logistic_regression
Static case study streams	https://en.wikipedia.org/wiki/Markdown
Static case study streams	https://en.wikipedia.org/wiki/Maximum_likelihood_estimation
Static case study streams	https://en.wikipedia.org/wiki/Naval_Postgraduate_School
Static case study streams	https://en.wikipedia.org/wiki/Nonparametric_statistics
Static case study streams	https://en.wikipedia.org/wiki/Normalization_(statistics)
Static case study streams	https://en.wikipedia.org/wiki/Null_hypothesis
Static case study streams	https://en.wikipedia.org/wiki/Odds_ratio
Static case study streams	https://en.wikipedia.org/wiki/Opioid_epidemic_in_the_United_States
Static case study streams	https://en.wikipedia.org/wiki/Opium
Static case study streams	https://en.wikipedia.org/wiki/Panel_data
Static case study streams	https://en.wikipedia.org/wiki/Particulates
Static case study streams	https://en.wikipedia.org/wiki/R_(programming_language)
Static case study streams	https://en.wikipedia.org/wiki/Regression_toward_the_mean
Static case study streams	https://en.wikipedia.org/wiki/Response_bias
Static case study streams	https://en.wikipedia.org/wiki/Second_Amendment_to_the_United_States_Constitution
Static case study streams	https://en.wikipedia.org/wiki/Selection_bias?oldformat=true
Static case study streams	https://en.wikipedia.org/wiki/Simple_linear_regression
Static case study streams	https://en.wikipedia.org/wiki/Statistical_significance
Static case study streams	https://en.wikipedia.org/wiki/Summary_statistics
Static case study streams	https://en.wikipedia.org/wiki/Time_series
Static case study streams	https://en.wikipedia.org/wiki/United_States_Bill_of_Rights
Static case study streams	https://en.wikipedia.org/wiki/Volumetric_heat_capacity
Static case study streams	https://en.wikipedia.org/wiki/Web_colors?oldformat=true
Static case study streams	https://en.wikipedia.org/wiki/Web_scraping?oldformat=true
Static case study streams	https://en.wikipedia.org/wiki/Wide_and_narrow_data
Static case study streams	https://en.wikipedia.org/wiki/World_Geodetic_System
Static case study streams	https://en.wikipedia.org/wiki/XPath
Static case study streams	https://en.wikipedia.org/wiki/YAML
Static case study streams	https://flourish.studio/images/blog/wide-to-long.png
Static case study streams	https://fontawesome.com/
Static case study streams	https://forcats.tidyverse.org/
Static case study streams	https://ggplot2.tidyverse.org/
Static case study streams	https://ggplot2.tidyverse.org/reference/geom_jitter.html
Static case study streams	https://ggplot2.tidyverse.org/reference/ggtheme.html
Static case study streams	https://ggplot2.tidyverse.org/reference/scale_viridis.html
Static case study streams	https://gispub.epa.gov/air/trendsreport/2019/
Static case study streams	https://gispub.epa.gov/air/trendsreport/2019/documentation/AirTrends_Flyer.pdf
Static case study streams	https://gist.github.com/chrisman/fcb0a88459cd98239dbe6d2d200b02d1
Static case study streams	https://github.com//opencasestudies/ocs-bp-RTC-analysis
Static case study streams	https://github.com//opencasestudies/ocs-bp-RTC-wrangling/tree/master/data/imported
Static case study streams	https://github.com//opencasestudies/ocs-bp-air-pollution/
Static case study streams	https://github.com//opencasestudies/ocs-bp-co2-emissions
Static case study streams	https://github.com//opencasestudies/ocs-bp-co2-emissions/tree/master/data/imported
Static case study streams	https://github.com//opencasestudies/ocs-bp-co2-emissions/tree/master/data/raw
Static case study streams	https://github.com//opencasestudies/ocs-bp-co2-emissions/tree/master/data/raw/
Static case study streams	https://github.com//opencasestudies/ocs-bp-diet/tree/master/data/wrangled
Static case study streams	https://github.com//opencasestudies/ocs-bp-rural-and-urban-obesity/master/data/imported
Static case study streams	https://github.com//opencasestudies/ocs-bp-rural-and-urban-obesity/tree/master/data/wrangled
Static case study streams	https://github.com//opencasestudies/ocs-bp-school-shootings-dashboard
Static case study streams	https://github.com//opencasestudies/ocs-bp-vaping-case-study/tree/master/data/imported
Static case study streams	https://github.com//opencasestudies/ocs-bp-vaping-case-study/tree/master/data/wrangled
Static case study streams	https://github.com//opencasestudies/ocs-bp-youth-disconnection
Static case study streams	https://github.com//opencasestudies/ocs-bp-youth-mental-health
Static case study streams	https://github.com//opencasestudies/ocs-bp-youth-mental-health/tree/master/data/imported
Static case study streams	https://github.com//opencasestudies/ocs-bp-youth-mental-health/tree/master/data/wrangled
Static case study streams	https://github.com/gadenbuie/tidyexplain/blob/master/images/full-join.gif
Static case study streams	https://github.com/gadenbuie/tidyexplain/blob/master/images/inner-join.gif
Static case study streams	https://github.com/hrbrmstr/waffle
Static case study streams	https://github.com/ijlyttle/vembedr
Static case study streams	https://github.com/jennybc/here_here
Static case study streams	https://github.com/opencasestudies/OCSdata
Static case study streams	https://github.com/opencasestudies/ocs-bp-RTC-analysis/blob/master/data/Wrangled_data.rda
Static case study streams	https://github.com/opencasestudies/ocs-bp-RTC-wrangling
Static case study streams	https://github.com/opencasestudies/ocs-bp-RTC-wrangling/tree/master/data
Static case study streams	https://github.com/opencasestudies/ocs-bp-air-pollution
Static case study streams	https://github.com/opencasestudies/ocs-bp-air-pollution/data/imported
Static case study streams	https://github.com/opencasestudies/ocs-bp-air-pollution/data/raw
Static case study streams	https://github.com/opencasestudies/ocs-bp-air-pollution/tree/master/data/raw
Static case study streams	https://github.com/opencasestudies/ocs-bp-co2-emissions
Static case study streams	https://github.com/opencasestudies/ocs-bp-diet
Static case study streams	https://github.com/opencasestudies/ocs-bp-opioid-rural-urban
Static case study streams	https://github.com/opencasestudies/ocs-bp-opioid-rural-urban/
Static case study streams	https://github.com/opencasestudies/ocs-bp-opioid-rural-urban/tree/master/data/imported
Static case study streams	https://github.com/opencasestudies/ocs-bp-opioid-rural-urban/tree/master/data/wrangled
Static case study streams	https://github.com/opencasestudies/ocs-bp-rural-and-urban-obesity
Static case study streams	https://github.com/opencasestudies/ocs-bp-rural-and-urban-obesity/tree/master/data
Static case study streams	https://github.com/opencasestudies/ocs-bp-school-shootings-dashboard/
Static case study streams	https://github.com/opencasestudies/ocs-bp-school-shootings-dashboard/blob/master/data/raw/K-12_SSDB_
Static case study streams	https://github.com/opencasestudies/ocs-bp-school-shootings-dashboard/blob/master/data/wrangled
Static case study streams	https://github.com/opencasestudies/ocs-bp-school-shootings-dashboard/tree/master/data/imported
Static case study streams	https://github.com/opencasestudies/ocs-bp-vaping-case-study
Static case study streams	https://github.com/opencasestudies/ocs-bp-vaping-case-study/blob/master/docs/2015-nyts-dataset-and-c
Static case study streams	https://github.com/opencasestudies/ocs-bp-vaping-case-study/tree/master/data/data_reduced
Static case study streams	https://github.com/opencasestudies/ocs-bp-youth-mental-health
Static case study streams	https://github.com/opencasestudies/ocs-youth-disconnection-case-study
Static case study streams	https://github.com/rstudio/cheatsheets/raw/master/rmarkdown-2.0.pdf
Static case study streams	https://github.com/rstudio/cheatsheets/raw/master/rstudio-ide.pdf
Static case study streams	https://github.com/tidyverse/rvest
Static case study streams	https://github.com/unDocUMeantIt/koRpus
Static case study streams	https://github.com/wpinvestigative/arcos
Static case study streams	https://globalhealth.washington.edu/faculty/ashkan-afshin
Static case study streams	https://googlesheets4.tidyverse.org/
Static case study streams	https://guides.library.duke.edu/r-geospatial/CRS
Static case study streams	https://iconarchive.com/
Static case study streams	https://imagecolorpicker.com/en/
Static case study streams	https://jhu-advdatasci.github.io/2019/lectures/21-resampling-techniques.html
Static case study streams	https://jjallaire.shinyapps.io/shiny-crandash/
Static case study streams	https://journals.lww.com/acsm-healthfitness/Fulltext/2016/07000/THE_BENEFITS_OF_BODY_MASS_INDEX_AND_
Static case study streams	https://landing.athenahealth.com/g/improvecare?cmp=10672941
Static case study streams	https://lindeloev.github.io/tests-as-linear/
Static case study streams	https://link.springer.com/article/10.1007/s11920-012-0331-6
Static case study streams	https://link.springer.com/content/pdf/10.1007/s11135-006-9018-6.pdf
Static case study streams	https://link.springer.com/content/pdf/10.1007/s11920-012-0331-6.pdf
Static case study streams	https://lubridate.tidyverse.org/
Static case study streams	https://machinelearningmastery.com/why-one-hot-encode-data-in-machine-learning/
Static case study streams	https://magrittr.tidyverse.org/
Static case study streams	https://magrittr.tidyverse.org/articles/magrittr.html
Static case study streams	https://mbreshock.github.io/
Static case study streams	https://medium.com/swlh/multicollinearity-and-variance-inflation-factor-bc74af36b1c9
Static case study streams	https://miro.medium.com/max/1110/1*tBErXYVvTw2jSUYK7thU2A.png
Static case study streams	https://newmilfordcounselingcenter.com/depression-2/
Static case study streams	https://nsduhweb.rti.org/respweb/about_nsduh.html
Static case study streams	https://nsduhweb.rti.org/respweb/homepage.cfm
Static case study streams	https://online.stat.psu.edu/stat462/node/188/
Static case study streams	https://opencasestudies.github.io/
Static case study streams	https://opencasestudies.github.io/ocs-bp-RTC-analysis/
Static case study streams	https://opencasestudies.github.io/ocs-bp-co2-emissions/
Static case study streams	https://opencasestudies.github.io/ocs-bp-diet/
Static case study streams	https://opencasestudies.github.io/ocs-bp-rural-and-urban-obesity/
Static case study streams	https://opencasestudies.github.io/ocs-bp-vaping-case-study/
Static case study streams	https://opencasestudies.github.io/ocs-healthexpenditure/ocs-healthexpenditure.html
Static case study streams	https://osf.io/n7r32
Static case study streams	https://ourcodingclub.github.io/tutorials/mixed-models/
Static case study streams	https://parsnip.tidymodels.org/reference/linear_reg.html
Static case study streams	https://publiclab.org/wiki/filter-pm
Static case study streams	https://pubmed.ncbi.nlm.nih.gov/24285382/
Static case study streams	https://purrr.tidyverse.org/
Static case study streams	https://purrr.tidyverse.org/reference/map.html
Static case study streams	https://qph.fs.quoracdn.net/main-qimg-3b0d7655ac76edf1241f97015ee755b4
Static case study streams	https://r-spatial.github.io/sf/
Static case study streams	https://r-survey.r-forge.r-project.org/survey/exmample-lonely.html
Static case study streams	https://r4ds.had.co.nz/functions.html
Static case study streams	https://rafalab.github.io/dsbook/linear-models.html
Static case study streams	https://rafalab.github.io/dsbook/regression.html
Static case study streams	https://raw.githubusercontent.com/opencasestudies/ocs-bp-RTC-wrangling/master/data/imported/impoted_
Static case study streams	https://raw.githubusercontent.com/opencasestudies/ocs-bp-air-pollution/master/data/imported/imported
Static case study streams	https://raw.githubusercontent.com/opencasestudies/ocs-bp-air-pollution/master/data/raw/pm25_data.csv
Static case study streams	https://raw.githubusercontent.com/opencasestudies/ocs-bp-air-pollution/master/data/wrangled/wrangled
Static case study streams	https://raw.githubusercontent.com/opencasestudies/ocs-bp-co2-emissions/master/data/raw/disasters.csv
Static case study streams	https://raw.githubusercontent.com/opencasestudies/ocs-bp-co2-emissions/master/data/raw/energy_use_pe
Static case study streams	https://raw.githubusercontent.com/opencasestudies/ocs-bp-co2-emissions/master/data/raw/gdp_per_capit
Static case study streams	https://raw.githubusercontent.com/opencasestudies/ocs-bp-co2-emissions/master/data/raw/temperature.c
Static case study streams	https://raw.githubusercontent.com/opencasestudies/ocs-bp-co2-emissions/master/data/raw/yearly_co2_em
Static case study streams	https://raw.githubusercontent.com/opencasestudies/ocs-bp-co2-emissions/master/data/wrangled/wrangled
Static case study streams	https://raw.githubusercontent.com/opencasestudies/ocs-bp-diet/master/data/imported/imported_data.rda
Static case study streams	https://raw.githubusercontent.com/opencasestudies/ocs-bp-diet/master/data/raw/Afshin_et_al_2019.pdf
Static case study streams	https://raw.githubusercontent.com/opencasestudies/ocs-bp-diet/master/data/raw/dietary_risk_exposure_
Static case study streams	https://raw.githubusercontent.com/opencasestudies/ocs-bp-diet/master/data/wangled/wrangled_data.rda
Static case study streams	https://raw.githubusercontent.com/opencasestudies/ocs-bp-diet/master/data/wrangled/wrangled_data.rda
Static case study streams	https://raw.githubusercontent.com/opencasestudies/ocs-bp-rural-and-urban-obesity/master/data/importe
Static case study streams	https://raw.githubusercontent.com/opencasestudies/ocs-bp-rural-and-urban-obesity/master/data/wrangle
Static case study streams	https://raw.githubusercontent.com/opencasestudies/ocs-bp-school-shootings-dashboard/master/data/impo
Static case study streams	https://raw.githubusercontent.com/opencasestudies/ocs-bp-vaping-case-study/master/data/imported/impo
Static case study streams	https://raw.githubusercontent.com/opencasestudies/ocs-bp-vaping-case-study/master/data/wrangled/wran
Static case study streams	https://raw.githubusercontent.com/opencasestudies/ocs-bp-youth-disconnection/master/data/raw/Major_e
Static case study streams	https://raw.githubusercontent.com/opencasestudies/ocs-bp-youth-disconnection/master/data/raw/Making_
Static case study streams	https://raw.githubusercontent.com/opencasestudies/ocs-bp-youth-disconnection/master/data/raw/asian_s
Static case study streams	https://raw.githubusercontent.com/opencasestudies/ocs-bp-youth-disconnection/master/data/raw/latinx_
Static case study streams	https://raw.githubusercontent.com/opencasestudies/ocs-bp-youth-disconnection/master/data/wrangled/wr
Static case study streams	https://raw.githubusercontent.com/opencasestudies/ocs-bp-youth-mental-health/master/data/imported/im
Static case study streams	https://raw.githubusercontent.com/opencasestudies/ocs-bp-youth-mental-health/master/data/wrangled/wr
Static case study streams	https://readr.tidyverse.org/
Static case study streams	https://readxl.tidyverse.org/
Static case study streams	https://readxl.tidyverse.org/index.html
Static case study streams	https://rmarkdown.rstudio.com/flexdashboard/
Static case study streams	https://rmarkdown.rstudio.com/flexdashboard/layouts.html
Static case study streams	https://rmarkdown.rstudio.com/flexdashboard/using.html
Static case study streams	https://rsconnect.biostat.jhsph.edu/ocs-bp-school-shootings-dashboard/
Static case study streams	https://rstudio-pubs-static.s3.amazonaws.com/266430_f3fd4660b2744751ab144aa130768a06.html
Static case study streams	https://rstudio.com/products/rstudio/features/
Static case study streams	https://rstudio.com/resources/cheatsheets/
Static case study streams	https://rstudio.com/wp-content/uploads/2015/02/data-wrangling-cheatsheet.pdf
Static case study streams	https://rstudio.github.io/DT/
Static case study streams	https://rstudio.github.io/leaflet/
Static case study streams	https://rstudio.github.io/leaflet/markers.html
Static case study streams	https://rstudio.github.io/leaflet/shiny.html
Static case study streams	https://rstudio.github.io/shinydashboard/
Static case study streams	https://rviews.rstudio.com/2019/06/19/a-gentle-intro-to-tidymodels/
Static case study streams	https://scientificallysound.org/2017/06/08/$t$-test-as-linear-models-r/
Static case study streams	https://shiny.rstudio.com/
Static case study streams	https://shiny.rstudio.com/gallery/
Static case study streams	https://shiny.rstudio.com/gallery/hex-memory.html
Static case study streams	https://siepr.stanford.edu/sites/default/files/publications/19-036.pdf
Static case study streams	https://spatialreference.org/ref/esri/102008/html/
Static case study streams	https://ssrc-static.s3.amazonaws.com/moa/ADecadeUndone.pdf
Static case study streams	https://ssrc-static.s3.amazonaws.com/moa/Making%20the%20Connection.pdf
Static case study streams	https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-019-1171-x/MediaObjects/41586_2019_11
Static case study streams	https://statisticsbyjim.com/regression/interaction-effects/
Static case study streams	https://stattrek.com/statistics/dictionary.aspx?definition=two-sample%20$t$-test
Static case study streams	https://stattrek.com/statistics/dictionary.aspx?definition=two-sample%20t-test
Static case study streams	https://stringr.tidyverse.org/
Static case study streams	https://support.rstudio.com/hc/en-us/articles/200526207-Using-Projects
Static case study streams	https://thinkr.fr/pdf/dplyr-french-cheatsheet.pdf
Static case study streams	https://tibble.tidyverse.org/
Static case study streams	https://tidymodels.github.io/recipes/reference/index.html
Static case study streams	https://tidymodels.github.io/recipes/reference/recipe.html
